118 71.75;25.46875
119 76.875;25.46875
120 76.875;30.5625
121 76.875;30.5625
122 76.875;25.46875
123 82.0;25.46875
124 82.0;30.5625
125 61.5;40.75
126 61.5;30.5625
127 71.75;30.5625
128 71.75;40.75
129 71.75;35.65625
130 71.75;30.5625
131 76.875;30.5625
132 76.875;35.65625
133 76.875;35.65625
134 76.875;30.5625
135 82.0;30.5625
136 82.0;35.65625
137 71.75;40.75
138 71.75;35.65625
139 76.875;35.65625
140 76.875;40.75
141 76.875;40.75
142 76.875;35.65625
143 82.0;35.65625
144 82.0;40.75
145 35.875;45.84375
146 35.875;40.75
147 41.0;40.75
148 41.0;45.84375
149 41.0;45.84375
150 41.0;40.75
151 46.125;40.75
152 46.125;45.84375
153 46.125;45.84375
154 46.125;40.75
155 51.25;40.75
156 51.25;45.84375
157 51.25;45.84375
158 51.25;40.75
159 56.375;40.75
160 56.375;45.84375
161 56.375;45.84375
162 56.375;40.75
163 61.5;40.75
164 61.5;45.84375
165 56.375;50.9375
166 56.375;45.84375
167 61.5;45.84375
168 61.5;50.9375
169 61.5;45.84375
170 61.5;40.75
171 66.625;40.75
172 66.625;45.84375
173 66.625;45.84375
174 66.625;40.75
175 71.75;40.75
176 71.75;45.84375
177 61.5;50.9375
178 61.5;45.84375
179 66.625;45.84375
180 66.625;50.9375
181 66.625;50.9375
182 66.625;45.84375
183 71.75;45.84375
184 71.75;50.9375
185 71.75;45.84375
186 71.75;40.75
187 76.875;40.75
188 76.875;45.84375
189 76.875;45.84375
190 76.875;40.75
191 82.0;40.75
192 82.0;45.84375
193 71.75;50.9375
194 71.75;45.84375
195 76.875;45.84375
196 76.875;50.9375
197 76.875;50.9375
198 76.875;45.84375
199 82.0;45.84375
200 82.0;50.9375
201 61.5;56.03125
202 61.5;50.9375
203 66.625;50.9375
204 66.625;56.03125
205 66.625;56.03125
206 66.625;50.9375
207 71.75;50.9375
208 71.75;56.03125
209 71.75;56.03125
210 71.75;50.9375
211 76.875;50.9375
212 76.875;56.03125
213 76.875;56.03125
214 76.875;50.9375
215 82.0;50.9375
216 82.0;56.03125
217 82.0;5.09375
218 82.0;0.0
219 87.125;0.0
220 87.125;5.09375
221 87.125;5.09375
222 87.125;0.0
223 92.25;0.0
224 92.25;5.09375
225 82.0;10.1875
226 82.0;5.09375
227 87.125;5.09375
228 87.125;10.1875
229 87.125;10.1875
230 87.125;5.09375
231 92.25;5.09375
232 92.25;10.1875
233 92.25;5.09375
234 92.25;0.0
235 97.375;0.0
236 97.375;5.09375
237 97.375;5.09375
238 97.375;0.0
239 102.5;0.0
240 102.5;5.09375
241 92.25;10.1875
242 92.25;5.09375
243 97.375;5.09375
244 97.375;10.1875
245 97.375;10.1875
246 97.375;5.09375
247 102.5;5.09375
248 102.5;10.1875
249 82.0;15.28125
250 82.0;10.1875
251 87.125;10.1875
252 87.125;15.28125
253 87.125;15.28125
254 87.125;10.1875
255 92.25;10.1875
256 92.25;15.28125
257 138.375;101.875
258 138.375;96.78125
259 143.5;96.78125
260 143.5;101.875
261 143.5;101.875
262 143.5;96.78125
263 148.625;96.78125
264 148.625;101.875
265 148.625;101.875
266 148.625;96.78125
267 153.75;96.78125
268 153.75;101.875
269 138.375;106.96875
270 138.375;101.875
271 143.5;101.875
272 143.5;106.96875
273 138.375;112.0625
274 138.375;106.96875
275 143.5;106.96875
276 143.5;112.0625
277 138.375;117.15625
278 138.375;112.0625
279 143.5;112.0625
280 143.5;117.15625
281 138.375;122.25
282 138.375;117.15625
283 143.5;117.15625
284 143.5;122.25
285 143.5;106.96875
286 143.5;101.875
287 148.625;101.875
288 148.625;106.96875
289 148.625;106.96875
290 148.625;101.875
291 153.75;101.875
292 153.75;106.96875
293 143.5;112.0625
294 143.5;106.96875
295 148.625;106.96875
296 148.625;112.0625
297 148.625;112.0625
298 148.625;106.96875
299 153.75;106.96875
300 153.75;112.0625
301 153.75;106.96875
302 153.75;101.875
303 158.875;101.875
304 158.875;106.96875
305 153.75;112.0625
306 153.75;106.96875
307 158.875;106.96875
308 158.875;112.0625
309 158.875;112.0625
310 158.875;106.96875
311 164.0;106.96875
312 164.0;112.0625
313 143.5;122.25
314 143.5;112.0625
315 153.75;112.0625
316 153.75;122.25
317 153.75;122.25
318 153.75;112.0625
319 164.0;112.0625
320 164.0;122.25
321 138.375;127.34375
322 138.375;122.25
323 143.5;122.25
324 143.5;127.34375
325 138.375;132.4375
326 138.375;127.34375
327 143.5;127.34375
328 143.5;132.4375
329 138.375;137.53125
330 138.375;132.4375
331 143.5;132.4375
332 143.5;137.53125
333 138.375;142.625
334 138.375;137.53125
335 143.5;137.53125
336 143.5;142.625
337 143.5;142.625
338 143.5;122.25
339 164.0;122.25
340 164.0;142.625
341 138.375;147.71875
342 138.375;142.625
343 143.5;142.625
344 143.5;147.71875
345 138.375;152.8125
346 138.375;147.71875
347 143.5;147.71875
348 143.5;152.8125
349 138.375;157.90625
350 138.375;152.8125
351 143.5;152.8125
352 143.5;157.90625
353 138.375;163.0
354 138.375;157.90625
355 143.5;157.90625
356 143.5;163.0
357 143.5;163.0
358 143.5;142.625
359 164.0;142.625
360 164.0;163.0
361 15.375;127.34375
362 15.375;122.25
363 20.5;122.25
364 20.5;127.34375
365 10.25;132.4375
366 10.25;127.34375
367 15.375;127.34375
368 15.375;132.4375
369 15.375;132.4375
370 15.375;127.34375
371 20.5;127.34375
372 20.5;132.4375
373 15.375;137.53125
374 15.375;132.4375
375 20.5;132.4375
376 20.5;137.53125
377 15.375;142.625
378 15.375;137.53125
379 20.5;137.53125
380 20.5;142.625
381 20.5;127.34375
382 20.5;122.25
383 25.625;122.25
384 25.625;127.34375
385 25.625;127.34375
386 25.625;122.25
387 30.75;122.25
388 30.75;127.34375
389 20.5;132.4375
390 20.5;127.34375
391 25.625;127.34375
392 25.625;132.4375
393 25.625;132.4375
394 25.625;127.34375
395 30.75;127.34375
396 30.75;132.4375
397 30.75;127.34375
398 30.75;122.25
399 35.875;122.25
400 35.875;127.34375
401 30.75;132.4375
402 30.75;127.34375
403 35.875;127.34375
404 35.875;132.4375
405 20.5;142.625
406 20.5;132.4375
407 30.75;132.4375
408 30.75;142.625
409 30.75;137.53125
410 30.75;132.4375
411 35.875;132.4375
412 35.875;137.53125
413 30.75;142.625
414 30.75;137.53125
415 35.875;137.53125
416 35.875;142.625
417 15.375;147.71875
418 15.375;142.625
419 20.5;142.625
420 20.5;147.71875
421 10.25;152.8125
422 10.25;147.71875
423 15.375;147.71875
424 15.375;152.8125
425 15.375;152.8125
426 15.375;147.71875
427 20.5;147.71875
428 20.5;152.8125
429 5.125;163.0
430 5.125;157.90625
431 10.25;157.90625
432 10.25;163.0
433 10.25;157.90625
434 10.25;152.8125
435 15.375;152.8125
436 15.375;157.90625
437 15.375;157.90625
438 15.375;152.8125
439 20.5;152.8125
440 20.5;157.90625
441 10.25;163.0
442 10.25;157.90625
443 15.375;157.90625
444 15.375;163.0
445 15.375;163.0
446 15.375;157.90625
447 20.5;157.90625
448 20.5;163.0
449 20.5;152.8125
450 20.5;142.625
451 30.75;142.625
452 30.75;152.8125
453 30.75;147.71875
454 30.75;142.625
455 35.875;142.625
456 35.875;147.71875
457 30.75;152.8125
458 30.75;147.71875
459 35.875;147.71875
460 35.875;152.8125
461 35.875;152.8125
462 35.875;147.71875
463 41.0;147.71875
464 41.0;152.8125
465 20.5;163.0
466 20.5;152.8125
467 30.75;152.8125
468 30.75;163.0
469 30.75;157.90625
470 30.75;152.8125
471 35.875;152.8125
472 35.875;157.90625
473 35.875;157.90625
474 35.875;152.8125
475 41.0;152.8125
476 41.0;157.90625
477 30.75;163.0
478 30.75;157.90625
479 35.875;157.90625
480 35.875;163.0
481 35.875;163.0
482 35.875;157.90625
483 41.0;157.90625
484 41.0;163.0
485 46.125;132.4375
486 46.125;127.34375
487 51.25;127.34375
488 51.25;132.4375
489 51.25;132.4375
490 51.25;127.34375
491 56.375;127.34375
492 56.375;132.4375
493 56.375;132.4375
494 56.375;127.34375
495 61.5;127.34375
496 61.5;132.4375
497 41.0;137.53125
498 41.0;132.4375
499 46.125;132.4375
500 46.125;137.53125
501 46.125;137.53125
502 46.125;132.4375
503 51.25;132.4375
504 51.25;137.53125
505 41.0;142.625
506 41.0;137.53125
507 46.125;137.53125
508 46.125;142.625
509 46.125;142.625
510 46.125;137.53125
511 51.25;137.53125
512 51.25;142.625
513 51.25;142.625
514 51.25;132.4375
515 61.5;132.4375
516 61.5;142.625
517 61.5;132.4375
518 61.5;127.34375
519 66.625;127.34375
520 66.625;132.4375
521 66.625;132.4375
522 66.625;127.34375
523 71.75;127.34375
524 71.75;132.4375
525 71.75;132.4375
526 71.75;127.34375
527 76.875;127.34375
528 76.875;132.4375
529 76.875;132.4375
530 76.875;127.34375
531 82.0;127.34375
532 82.0;132.4375
533 61.5;142.625
534 61.5;132.4375
535 71.75;132.4375
536 71.75;142.625
537 71.75;137.53125
538 71.75;132.4375
539 76.875;132.4375
540 76.875;137.53125
541 76.875;137.53125
542 76.875;132.4375
543 82.0;132.4375
544 82.0;137.53125
545 71.75;142.625
546 71.75;137.53125
547 76.875;137.53125
548 76.875;142.625
549 76.875;142.625
550 76.875;137.53125
551 82.0;137.53125
552 82.0;142.625
553 41.0;147.71875
554 41.0;142.625
555 46.125;142.625
556 46.125;147.71875
557 46.125;147.71875
558 46.125;142.625
559 51.25;142.625
560 51.25;147.71875
561 46.125;152.8125
562 46.125;147.71875
563 51.25;147.71875
564 51.25;152.8125
565 51.25;152.8125
566 51.25;142.625
567 61.5;142.625
568 61.5;152.8125
569 41.0;157.90625
570 41.0;152.8125
571 46.125;152.8125
572 46.125;157.90625
573 46.125;157.90625
574 46.125;152.8125
575 51.25;152.8125
576 51.25;157.90625
577 41.0;163.0
578 41.0;157.90625
579 46.125;157.90625
580 46.125;163.0
581 46.125;163.0
582 46.125;157.90625
583 51.25;157.90625
584 51.25;163.0
585 51.25;163.0
586 51.25;152.8125
587 61.5;152.8125
588 61.5;163.0
589 61.5;163.0
590 61.5;142.625
591 82.0;142.625
592 82.0;163.0
593 82.0;142.625
594 82.0;137.53125
595 87.125;137.53125
596 87.125;142.625
597 82.0;147.71875
598 82.0;142.625
599 87.125;142.625
600 87.125;147.71875
601 87.125;147.71875
602 87.125;142.625
603 92.25;142.625
604 92.25;147.71875
605 82.0;152.8125
606 82.0;147.71875
607 87.125;147.71875
608 87.125;152.8125
609 87.125;152.8125
610 87.125;147.71875
611 92.25;147.71875
612 92.25;152.8125
613 82.0;157.90625
614 82.0;152.8125
615 87.125;152.8125
616 87.125;157.90625
617 82.0;163.0
618 82.0;157.90625
619 87.125;157.90625
620 87.125;163.0
